name;address;rate;comments;type;lat;lon;errors
Àrea Tècnica, Barcelona;Carrer de Maracaibo, 30, 08030 Barcelona;4.4;17;;41.4420396;2.2039055;
TPC Cocinas Barcelona;Passeig de Guayaquil, 47, 08030 Barcelona;4.0;202;;41.4462387;2.2010951;
Taco Bell - Abierto Take Away y Delivery;Carrer de Potosí, 2, 08030 Barcelona;3.7;1344;;41.4427718;2.1980432;
ReDecorArt;Carrer de Quito, 19, 08030 Barcelona;4.7;7;;41.446357;2.1978664;
Industrias Oriol 1942 S.L.;Carrer de la Ciutat d'Asuncion, 56, 08030 Barcelona;4.3;23;;41.4444119;2.1974359;
Floristeria Grow;Añadir sitio web;5.0;5;;41.4428521;2.2140611;
Floristeria Iris;Añadir sitio web;4.5;125;;41.434343;2.1872723;
Floristería Montserrat;Añadir sitio web;4.9;9;;41.4327582;2.1869208;
Floristería Ricart;Añadir número de teléfono;5.0;1;;41.4330634;2.18707;
Rams Design Bcn;Carrer de Coroleu, 42, 08030 Barcelona;;;;41.4329996;2.1850102;
Jardinerías Puigdevall;Añadir sitio web;4.4;36;;41.4334969;2.2127782;
Román Javierre Cebollero;Añadir horario;;;;41.4304766;2.1889236;
Leroy Merlin La Maquinista;La Maquinista, Carrer de Potosí, 2, 08030 Barcelona;3.9;6359;;41.4409185;2.1966891;
Northweek;Añadir número de teléfono;2.8;73;;41.4397364;2.1957817;
Natura;Carrer de Potosí, 2, 08030 Barcelona;4.1;157;;41.4411073;2.1952949;
Lidl;Carrer de Sant Adrià, 154, 162, 08030 Barcelona;4.3;263;Supermercado de descuentos;41.4411271;2.1887288;
La casa del cine para todos;Añadir número de teléfono;;;;41.4369282;2.1995817;
Parfois;Carrer de Potosí, 2, 08030 Barcelona;4.2;172;;41.4404252;2.1959019;
Comercial Lledo Mas;Carrer de la Costa Brava, 3, 5 Y 7, 08030 Barcelona;;;;41.4361443;2.1996386;
Kaotiko La Maquinista;La Maquinista, Carrer de Potosí, 2, Nivell 1, 08030 Barcelona;3.9;330;;41.4403839;2.1962809;
Oysho;Carrer de Potosí, 2, 08030 Barcelona;4.1;309;;41.440268;2.1963706;
Pepe Jeans;Carrer de Potosí, 2, 08030 Barcelona;4.4;47;;41.440735;2.1963338;
La Maquinista;Carrer de Potosí, 2, 08030 Barcelona;4.3;50687;;41.440847;2.1962933;
Instituto Rubió i Tudurí;Passeig de Mollerussa, 71, 08030 Barcelona;3.3;18;;41.4390504;2.2048018;
Supermercados Sorli Sant Andreu;Carrer de Sas, 21, 08030 Barcelona;4.1;21;;41.4369509;2.2020164;
Tecneplas Rotulos Barcelona;Carrer de la Costa Brava, 25, 08030 Barcelona;3.4;9;;41.4375332;2.1994947;
CORTIPLeC CORTINAS TÉCNICAS;Carrer d'Alfarràs, 7, 08030 Barcelona;5.0;2;;41.4365595;2.2028888;
Condis Supermercats;Carrer d'Alfarràs, 21-23, 08030 Barcelona;3.9;50;;41.4371944;2.2027511;
Merú Bakery;154 de la calle de Sant Adrià, Mercat del, 6-7, 08030 paradas;;;;41.4359321;2.2037405;
MAPFRE;Carrer d'Alfarràs, 25, 08030 Barcelona;1.0;1;;41.437423;2.2026902;
Floristeria Endrina;Añadir sitio web;4.0;34;;41.4216344;2.1855168;
Floristeria Laray;Avinguda Meridiana, 336, Pasillo Interior, 08027 Barcelona;4.3;34;;41.4261054;2.1843595;
Floristeria Flor & Natta;Añadir horario;3.7;3;;41.4255746;2.1826521;
Angels Flors;Añadir número de teléfono;;;;41.4208456;2.1783428;
Floristeria Koni;Añadir sitio web;4.5;4;;41.899309;1.8779463;
El Teix Floristes;Añadir sitio web;4.3;17;;41.897898;1.8759789;
Jessica Melero S.C.P.;Añadir horario;5.0;1;;41.899534;1.8766313;
Farmacia Òptica Maristany;Carr. de Berga, 59, 08670 Navàs, Barcelona;4.4;14;;41.899974;1.8760513;
Bisanon;Carr. de Berga, 59, 08670 Navàs, Barcelona;5.0;8;;41.899974;1.8760513;
Cafè de Cal Jaume;Añadir sitio web;4.3;162;;41.900174;1.8758513;
Jardineria i Forestal Font Husqvarna Navàs;Carrer Pau Casals, 08670 Navàs, Barcelona;4.9;8;;41.8996208;1.872374;
Artigas;Añadir sitio web;;;;41.8996472;1.8753507;
Rostisseria Cal Jaume;Añadir sitio web;4.2;49;;41.9001453;1.8756598;
Zamora Floristas;Añadir sitio web;4.3;24;;41.4289545;2.1821811;
Floristería Bogas;Añadir horario;4.6;17;;41.4397655;2.2189438;
"Floristeria ""la mimosa""";Añadir sitio web;;;;41.4222697;2.1948309;
Jardí Flors;Carrer del Bogatell, 34, 08930 Sant Adrià de Besòs, Barcelona;4.7;24;;41.4314198;2.2158929;
Kiosco de flores;Añadir número de teléfono;;;;41.4303065;2.1826234;
Mercadona;Carrer de l'Andana de l'Estació, 08030 Barcelona;4.0;964;;41.4373375;2.1901963;
Aveda Pastisseria;Carrer Gran de Sant Andreu, 303, 08030 Barcelona;4.5;116;;41.4366938;2.1874271;
Skechers;La Maquinista, Carrer de la República Dominicana, 2, LOCAL, C25, 08030 Barcelona;4.2;533;;41.4396601;2.1949152;
Skechers;LOCAL, Carrer de Potosí, 2, c25, 08030 Barcelona;4.1;39;;41.4397158;2.1949807;
Floristeria Kris;Añadir número de teléfono;4.7;11;;41.4196601;2.1941988;
Flors i plantes Rafel's;Añadir horario;4.7;12;;41.417619;2.1854295;
Flores y plantas Raffels;Añadir número de teléfono;;;;41.4175858;2.1854369;
La Floristeria - Gastronomia & Cultura;Añadir número de teléfono;5.0;1;;41.4246837;2.187615;
Floristería Jovi;Carrer de València, 666, 08026 Barcelona;4.7;60;;41.4121715;2.1872651;
Floristeria Ogima;Carrer del Concili de Trento, 55, 08018 Barcelona;4.5;63;;41.4128795;2.1921832;
Floristeria El Jardinet del Clot;Plaça del Mercat, 9, 08018 Barcelona;4.5;32;;41.4072276;2.1862461;
Floristeria Arantza (Art Floral Roba i Complements);Carrer de Biscaia, 329, 08027 Barcelona;4.5;15;;41.4150683;2.1868632;
Floristeria Ikebana;Avinguda Diagonal, 167, 08018 Barcelona;4.3;44;;41.405129;2.1931913;
Floristeria Díaz;Carrer de Cantàbria, 10-12, 08020 Barcelona;4.5;49;;41.4180681;2.2015709;
Floristeria i Regals Rosa María;Añadir sitio web;5.0;9;;41.4165689;2.1859492;
Floristeria iris;Añadir sitio web;4.5;32;;41.418472;2.1962412;
Floristeria Arantxa;Añadir número de teléfono;;;;41.4151569;2.1868506;
Flors Margarita;Plaça de Sant Bernat Calbó, 6, 7, 08005 Barcelona;4.5;89;;41.3995824;2.2029052;
Floristeria Rosa Ma;Añadir horario;4.5;2;;41.4165339;2.1859437;
La Torreta;Carrer de Lope de Vega, 85, 08005 Barcelona;4.1;14;;41.404283;2.2014223;
Flores y Plantas Bertrán;Carrer de Muntaner, 333, 08021 Barcelona;4.1;17;Floristería;41.3977667;2.1357632;
Rosa Rosae;Añadir horario;5.0;6;;41.3982514;2.2009848;
Flower Shop Barcelona;Carrer de Rossend Nobas, 3, 08018 Barcelona;4.6;18;;41.4080474;2.186628;
Alblanc atelier;Añadir horario;4.2;43;;41.3987901;2.193221;
Pajareria Floristeria Rodriguez;Añadir sitio web;4.3;33;;41.4141057;2.2149312;
Angel Bravo Asensio;Añadir horario;;;;41.4183218;2.2017376;
Ca l'Agustí;Carrer de Pere IV, 429, 08020 Barcelona;4.2;562;;41.414455;2.2040193;
Car VI Plant S L;Añadir número de teléfono;;;;41.4123888;2.1943488;
Ortopèdia Clot;Carrer del Clot, 82, 08018 Barcelona;4.5;24;;41.4084107;2.186353;
Mercadona;Carrer de la Muntanya, 8, 08026 Barcelona;4.1;1103;;41.4108943;2.1865395;
Taller Oficial SKODA Mogadealer - Aragó;C/ d'Aragó, 602, 08018 Barcelona;4.1;299;;41.4089824;2.1856276;
laFarmacoteca - Farmacia José Romero Reche;Carrer de Sant Joan de Malta, nº 43, 08018 Barcelona;4.7;40;;41.4089804;2.1901729;
Textura Interiors 🏠;Carrer de Gabriel y Galán, 16, 08026 Barcelona;4.2;75;;41.411687;2.1861373;
Quiosc del Clot;Añadir sitio web;5.0;2;;41.4080302;2.1863007;
Growbarato Barcelona Sant Pau;Añadir número de teléfono;;;Floristería;41.4107759;2.1770729;
Ferrdell Natura;Añadir número de teléfono;;;;41.4125865;2.1782619;
Miguel Mora Novias;Carrer de la Indústria, 268, 08026 Barcelona;4.3;61;;41.4132759;2.1771721;
Supermercat Consum Barcelona Rogent;Carrer de Rogent, 65, 08026 Barcelona;3.8;253;;41.411008;2.1798635;
Stradivarius;Añadir número de teléfono;4.5;2;Tienda de ropa;41.4078665;2.1854738;
Baobag;Carrer del Freser, 102, 08026 Barcelona;4.8;38;;41.4126019;2.1787758;
🌹 Floristeria EMI Barcelona;Carrer de las Navas de Tolosa, 300, 08027 Barcelona;4.6;35;;41.4164653;2.1834273;
Floristeria La Plata;Carrer de Ramon Turró, 160, 08005 Barcelona;4.8;38;;41.3972553;2.1975775;
FLORES AL INSTANTE, S.C.P.;Añadir horario;;;;41.4164984;2.1832823;
elnoidelesflors;Carrer taulat 2, Cementiri poblenou, 08005 Barcelona;;;;41.3953704;2.1995336;
Itzi Guridi diseño floral: envíos de flores a domicilio;C. d'Espronceda, 154, 08018 Barcelona;5.0;9;;41.408746;2.1985393;
Flora Vertical;Carrer de Marià Aguiló, 119, Local 2, 08005 Barcelona;5.0;42;;41.400245;2.2026334;
Floristeria La Elegancia;Añadir número de teléfono;2.6;5;;41.4016111;2.2005368;
Mercadona;C. de Provençals, 22, 08020 Barcelona;4.0;1138;;41.406564;2.2078533;
STANDAL Arquitectura, Reformas e Interiorismo;Passeig de Garcia Fària, 81, 08019 Barcelona;3.6;40;;41.4066099;2.214644;
Rostisseria Pio Pio;Añadir sitio web;4.5;39;;41.4061457;2.209239;
Flors i Més;Añadir sitio web;5.0;11;;41.3966802;2.1871094;
FLORISTERÍA SANCHO DE ÁVILA;Añadir número de teléfono;;;;41.3961946;2.1862958;
Las Pinedas S A T Ltda N;Añadir horario;;;;41.3971933;2.1855703;
La Núvia Pim Pam;Rambla del Poblenou, 53, 08005 Barcelona;4.7;84;;41.4002938;2.1999254;
O'Nails - Tienda de productos para uñas;Carrer de Ramon Turró, 181, 08005 Barcelona;4.1;42;;41.3995599;2.2000852;
MUNICH Showroom - Barcelona;Carrer de la Llacuna, 20, 08005 Barcelona;4.0;1;;41.3986829;2.2001761;
Farmacia Ortopedia M. Prats;Rambla del Poblenou, 46, 08005 Barcelona;4.7;13;;41.400118;2.2006233;
Horchatería El Tío Che;Rambla del Poblenou, 44, 46, 08005 Barcelona;4.4;3798;;41.400108;2.2007348;
Frikimania;Rambla del Poblenou, 47, 08005 Barcelona;4.6;15;;41.4000322;2.2002297;
El Atelier del Arte-Sano;SOLO CON CITA PREVIA!, Carrer de Bolívia, 239, 08020 Barcelona;5.0;26;;41.4122066;2.1995765;
Mercadona;C/ del Perú, 151, 08018 Barcelona;3.9;1600;;41.410383;2.1961823;
Anna Benito Solanes;Rambla de Prim, 244, 08020 Barcelona;5.0;2;;41.4247292;2.1999237;
Farmàcia Bosch Sagrera Sant Martí;Carrer de Menorca, 100, 08020 Barcelona;4.3;8;;41.4222591;2.1993844;
Perfumería Hermanos Martín;Carrer del Camp Arriassa, 87, 08020 Barcelona;4.5;6;;41.4239418;2.2014226;
Productos Mayte;222,, Rambla de Prim, 220, 08020 Barcelona;4.5;39;;41.4237298;2.20123;
Carnicería Tocineria Ana;Añadir sitio web;5.0;9;;41.421651;2.2004223;
Gasch Cansaladers;Carrer de Binèfar, 4, 08020 Barcelona;4.3;10;;41.4242958;2.2011714;
Caprabo;Guipúzcoa, 116, 08020 Barcelona;3.8;575;;41.4200363;2.2002456;
Caprabo;Rambla de Prim, 139, 08020 Barcelona;3.6;152;;41.4206282;2.2042686;
Caprabo;Carrer de Cantàbria, 62, 64, 08020 Barcelona;2.9;20;;41.4226079;2.1965262;
Farmàcia Salavert;Añadir número de teléfono;1.8;4;;41.421344;2.1985413;
ArgosFran arreglos de peleteria;Gran Via de les Corts Catalanes, 1176 bis, 08020 Barcelona;4.9;29;;41.419555;2.2071066;
Mobles la Paz Puigcerdà;249-251, Carrer de Puigcerdà, 08020 Barcelona;4.4;23;;41.4201347;2.2007894;
Vine i Mira;Carrer del Maresme, 253, 08020 Barcelona;4.8;20;;41.4215187;2.2005977;
La Balear;Rambla de Guipúscoa, 144, 08020 Barcelona;3.9;22;;41.4214985;2.2021075;
Macxipa Mestres Forners;Añadir horario;3.0;4;;41.4214345;2.2020232;
Antonio Broggi;Añadir sitio web;4.2;5;;41.4237122;2.2024071;
Carnicería Delgado;Añadir sitio web;4.4;9;;41.4230491;2.2021181;
Bluespace Rambla Guipúzcoa;Rambla de Guipúscoa, 157, 159, 08020 Barcelona;4.0;134;;41.4236646;2.2042306;
Cànem Barcelona Distribuciones;Añadir sitio web;4.1;11;;41.3940613;2.1899863;
TOT BARCELONA;Añadir horario;4.1;17;;41.3874248;2.1954593;
Bnails Barcelona;Carrer de Sardenya, 56, 08005 Barcelona;3.9;14;;41.3911311;2.1875588;
Penguinsbcn;Carrer de Joan d'Àustria, 61, 63, 08005 Barcelona;4.9;99;;41.393397;2.1885813;
PITAGORA;Carrer de Llull, 27, 39, 08005 Barcelona;4.6;18;;41.3930029;2.1887283;
Reinoxsa;C. de Pallars, 74, 08018 Barcelona;4.4;22;;41.394188;2.1866327;
Hotel Arts Barcelona;Cargadores de vehículos eléctricos;4.5;2967;;41.3867217;2.1945829;
UPS Access Point;Añadir número de teléfono;3.3;3;;41.3875284;2.1956278;
MAPFRE;Carrer de la Marina, 16, 08005 Barcelona;4.8;14;;41.38806;2.1954285;
